pH,Do duc (NTU),Nhiet do (°C),Label,Khu vuc,Kenh
10.81,959.9,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.44,Pollution,Go Vap,An Thong
10.81,959.9,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.38,Pollution,Go Vap,An Thong
10.81,962.26,9.38,Pollution,Go Vap,An Thong
10.81,959.9,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.5,Pollution,Go Vap,An Thong
10.81,962.26,9.5,Pollution,Go Vap,An Thong
10.81,962.26,9.5,Pollution,Go Vap,An Thong
10.81,962.26,9.5,Pollution,Go Vap,An Thong
10.81,964.62,9.5,Pollution,Go Vap,An Thong
10.81,962.26,9.5,Pollution,Go Vap,An Thong
10.81,962.26,9.44,Pollution,Go Vap,An Thong
10.81,962.26,9.38,Pollution,Go Vap,An Thong
10.81,962.26,9.38,Pollution,Go Vap,An Thong
10.81,962.26,9.38,Pollution,Go Vap,An Thong
10.81,962.26,9.31,Pollution,Go Vap,An Thong
10.81,962.26,9.25,Pollution,Go Vap,An Thong
10.81,962.26,9.25,Pollution,Go Vap,An Thong
10.81,962.26,9.19,Pollution,Go Vap,An Thong
10.81,959.9,9.13,Pollution,Go Vap,An Thong
10.81,962.26,9.06,Pollution,Go Vap,An Thong
10.81,959.9,9,Pollution,Go Vap,An Thong
10.81,962.26,9.06,Pollution,Go Vap,An Thong
10.81,962.26,9,Pollution,Go Vap,An Thong
10.81,962.26,8.94,Pollution,Go Vap,An Thong
10.81,962.26,8.94,Pollution,Go Vap,An Thong
10.81,964.62,8.88,Pollution,Go Vap,An Thong
10.81,964.62,8.88,Pollution,Go Vap,An Thong
10.81,962.26,8.88,Pollution,Go Vap,An Thong
10.81,962.26,8.81,Pollution,Go Vap,An Thong
10.81,962.26,8.75,Pollution,Go Vap,An Thong
10.81,962.26,8.75,Pollution,Go Vap,An Thong
10.81,962.26,8.69,Pollution,Go Vap,An Thong
10.81,962.26,8.69,Pollution,Go Vap,An Thong
10.81,964.62,8.69,Pollution,Go Vap,An Thong
10.61,962.26,8.63,Pollution,Go Vap,An Thong
10.61,962.26,8.63,Pollution,Go Vap,An Thong
10.61,962.26,8.63,Pollution,Go Vap,An Thong
10.61,962.26,8.63,Pollution,Go Vap,An Thong
10.61,962.26,8.56,Pollution,Go Vap,An Thong
10.61,962.26,8.56,Pollution,Go Vap,An Thong
10.61,962.26,8.5,Pollution,Go Vap,An Thong
10.61,962.26,8.5,Pollution,Go Vap,An Thong
10.61,962.26,8.5,Pollution,Go Vap,An Thong
10.61,962.26,8.44,Pollution,Go Vap,An Thong
10.61,962.26,8.44,Pollution,Go Vap,An Thong
10.61,962.26,8.38,Pollution,Go Vap,An Thong
10.61,962.26,8.44,Pollution,Go Vap,An Thong
10.61,964.62,8.38,Pollution,Go Vap,An Thong
10.61,959.9,8.38,Pollution,Go Vap,An Thong
10.61,962.26,8.31,Pollution,Go Vap,An Thong
10.61,962.26,8.31,Pollution,Go Vap,An Thong
10.61,964.62,8.25,Pollution,Go Vap,An Thong
10.61,962.26,8.25,Pollution,Go Vap,An Thong
10.61,964.62,8.19,Pollution,Go Vap,An Thong
10.61,964.62,8.19,Pollution,Go Vap,An Thong
10.61,962.26,8.13,Pollution,Go Vap,An Thong
10.61,964.62,8.13,Pollution,Go Vap,An Thong
10.61,962.26,8.06,Pollution,Go Vap,An Thong
10.61,962.26,8.06,Pollution,Go Vap,An Thong
10.61,962.26,8.06,Pollution,Go Vap,An Thong
10.61,962.26,8,Pollution,Go Vap,An Thong
10.61,964.62,8,Pollution,Go Vap,An Thong
10.61,964.62,7.88,Pollution,Go Vap,An Thong
10.61,964.62,7.88,Pollution,Go Vap,An Thong
10.61,964.62,7.81,Pollution,Go Vap,An Thong
10.61,964.62,7.81,Pollution,Go Vap,An Thong
10.61,962.26,7.75,Pollution,Go Vap,An Thong
10.61,962.26,7.75,Pollution,Go Vap,An Thong
10.61,964.62,7.69,Pollution,Go Vap,An Thong
10.61,962.26,7.69,Pollution,Go Vap,An Thong
10.61,964.62,7.56,Pollution,Go Vap,An Thong
10.61,962.26,7.63,Pollution,Go Vap,An Thong
10.61,964.62,7.5,Pollution,Go Vap,An Thong
10.61,962.26,7.5,Pollution,Go Vap,An Thong
10.64,962.26,7.5,Pollution,Go Vap,An Thong
10.64,962.26,7.5,Pollution,Go Vap,An Thong
10.64,964.62,7.44,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,962.26,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.44,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.44,Pollution,Go Vap,An Thong
10.64,964.62,7.44,Pollution,Go Vap,An Thong
10.64,962.26,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,966.98,7.38,Pollution,Go Vap,An Thong
10.64,966.98,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.31,Pollution,Go Vap,An Thong
10.64,964.62,7.38,Pollution,Go Vap,An Thong
10.64,964.62,7.31,Pollution,Go Vap,An Thong
10.64,964.62,7.31,Pollution,Go Vap,An Thong
10.64,962.26,7.31,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,962.26,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.31,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.25,Pollution,Go Vap,An Thong
10.64,964.62,7.19,Pollution,Go Vap,An Thong
10.64,966.98,7.25,Pollution,Go Vap,An Thong
10.64,292.34,7.25,Pollution,Go Vap,An Thong
10.64,289.98,7.19,Pollution,Go Vap,An Thong
10.64,167.32,7.19,Signs of Water Pollution,Go Vap,An Thong
10.64,181.47,7.19,Signs of Water Pollution,Go Vap,An Thong
10.64,176.75,7.13,Signs of Water Pollution,Go Vap,An Thong
10.64,179.11,7.13,Signs of Water Pollution,Go Vap,An Thong
10.64,172.04,7.13,Signs of Water Pollution,Go Vap,An Thong
10.64,172.04,7.13,Signs of Water Pollution,Go Vap,An Thong
10.64,176.75,7.13,Signs of Water Pollution,Go Vap,An Thong
10.64,172.04,7.19,Signs of Water Pollution,Go Vap,An Thong
8.97,174.39,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,172.04,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,169.68,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,169.68,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,169.68,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,169.68,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,169.68,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,167.32,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,167.32,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,167.32,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,164.96,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,162.6,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,167.32,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,167.32,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,164.96,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,162.6,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,162.6,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,160.24,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,160.24,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,160.24,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,160.24,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,160.24,7.19,Signs of Water Pollution,Go Vap,An Thong
8.97,155.52,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,155.52,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,155.52,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,155.52,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,155.52,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,153.16,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7.13,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,150.81,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7.06,Signs of Water Pollution,Go Vap,An Thong
8.97,148.45,7,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,7,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,7,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,7,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,7.06,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,7,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,7,Signs of Water Pollution,Go Vap,An Thong
9.21,160.24,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,7,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,7,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,7,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,6.94,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,7.06,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,12.25,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,20.87,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,27.25,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,31.81,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,35.13,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,37.69,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,39.69,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,41.31,Signs of Water Pollution,Go Vap,An Thong
9.21,148.45,42.69,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,43.94,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,44.81,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,45.44,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,46,Signs of Water Pollution,Go Vap,An Thong
9.21,146.09,46.44,Signs of Water Pollution,Go Vap,An Thong
9.21,143.73,46.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,47.13,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,47.44,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,47.63,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,47.88,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.06,Signs of Water Pollution,Go Vap,An Thong
9.44,150.81,48.25,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.31,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.44,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.5,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.56,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.63,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.75,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.94,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,148.45,48.88,Signs of Water Pollution,Go Vap,An Thong
9.44,150.81,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,148.45,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.81,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.75,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.75,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,143.73,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,146.09,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,235.73,48.69,Signs of Water Pollution,Go Vap,An Thong
9.44,356.03,48.69,Pollution,Go Vap,An Thong
9.59,247.52,48.63,Signs of Water Pollution,Go Vap,An Thong
9.59,249.88,48.63,Signs of Water Pollution,Go Vap,An Thong
9.59,254.6,48.63,Pollution,Go Vap,An Thong
9.59,261.67,48.56,Pollution,Go Vap,An Thong
9.59,228.65,48.56,Signs of Water Pollution,Go Vap,An Thong
9.59,233.37,48.5,Signs of Water Pollution,Go Vap,An Thong
9.59,886.77,48.56,Pollution,Go Vap,An Thong
9.59,891.49,48.5,Pollution,Go Vap,An Thong
9.59,912.72,48.5,Pollution,Go Vap,An Thong
9.59,259.31,48.5,Pollution,Go Vap,An Thong
9.59,268.75,48.5,Pollution,Go Vap,An Thong
9.59,282.9,48.44,Pollution,Go Vap,An Thong
9.59,910.36,48.44,Pollution,Go Vap,An Thong
9.59,898.57,48.44,Pollution,Go Vap,An Thong
9.59,306.49,48.38,Pollution,Go Vap,An Thong
9.59,304.13,48.38,Pollution,Go Vap,An Thong
9.59,294.7,48.44,Pollution,Go Vap,An Thong
9.59,299.41,48.38,Pollution,Go Vap,An Thong
9.59,306.49,48.38,Pollution,Go Vap,An Thong
9.59,327.72,48.38,Pollution,Go Vap,An Thong
9.59,318.29,48.38,Pollution,Go Vap,An Thong
9.59,323,48.38,Pollution,Go Vap,An Thong
9.59,325.36,48.38,Pollution,Go Vap,An Thong
9.59,327.72,48.31,Pollution,Go Vap,An Thong
9.59,332.44,48.31,Pollution,Go Vap,An Thong
9.59,341.87,48.31,Pollution,Go Vap,An Thong
9.59,341.87,48.25,Pollution,Go Vap,An Thong
9.59,348.95,48.31,Pollution,Go Vap,An Thong
9.59,348.95,48.25,Pollution,Go Vap,An Thong
9.59,351.31,48.25,Pollution,Go Vap,An Thong
9.59,353.67,48.25,Pollution,Go Vap,An Thong
9.59,356.03,48.25,Pollution,Go Vap,An Thong
9.59,351.31,48.25,Pollution,Go Vap,An Thong
9.59,358.39,48.19,Pollution,Go Vap,An Thong
9.59,358.39,48.19,Pollution,Go Vap,An Thong
9.59,358.39,48.19,Pollution,Go Vap,An Thong
9.59,358.39,48.19,Pollution,Go Vap,An Thong
9.59,358.39,48.13,Pollution,Go Vap,An Thong
9.59,360.75,48.13,Pollution,Go Vap,An Thong
9.59,358.39,48.19,Pollution,Go Vap,An Thong
9.69,358.39,48.13,Pollution,Go Vap,An Thong
9.69,360.75,48.13,Pollution,Go Vap,An Thong
9.69,360.75,48.13,Pollution,Go Vap,An Thong
9.69,360.75,48.13,Pollution,Go Vap,An Thong
9.69,358.39,48.06,Pollution,Go Vap,An Thong
9.69,360.75,48.06,Pollution,Go Vap,An Thong
9.69,356.03,48.06,Pollution,Go Vap,An Thong
9.69,353.67,48.06,Pollution,Go Vap,An Thong
9.69,356.03,48.06,Pollution,Go Vap,An Thong
9.69,351.31,48.06,Pollution,Go Vap,An Thong
9.69,353.67,48.06,Pollution,Go Vap,An Thong
9.69,351.31,48.06,Pollution,Go Vap,An Thong
9.69,351.31,48.06,Pollution,Go Vap,An Thong
9.69,353.67,48,Pollution,Go Vap,An Thong
9.69,356.03,48,Pollution,Go Vap,An Thong
9.69,351.31,48,Pollution,Go Vap,An Thong
9.69,351.31,48,Pollution,Go Vap,An Thong
9.69,351.31,48,Pollution,Go Vap,An Thong
9.69,351.31,47.94,Pollution,Go Vap,An Thong
9.69,351.31,48,Pollution,Go Vap,An Thong
9.69,353.67,47.94,Pollution,Go Vap,An Thong
9.69,356.03,47.94,Pollution,Go Vap,An Thong
9.69,351.31,47.94,Pollution,Go Vap,An Thong
9.69,353.67,47.94,Pollution,Go Vap,An Thong
9.69,351.31,47.94,Pollution,Go Vap,An Thong
9.69,351.31,47.94,Pollution,Go Vap,An Thong
9.69,346.59,47.88,Pollution,Go Vap,An Thong
9.69,346.59,47.88,Pollution,Go Vap,An Thong
9.69,348.95,47.81,Pollution,Go Vap,An Thong
9.69,348.95,47.88,Pollution,Go Vap,An Thong
9.69,351.31,47.88,Pollution,Go Vap,An Thong
9.69,348.95,47.81,Pollution,Go Vap,An Thong
9.69,348.95,47.81,Pollution,Go Vap,An Thong
9.69,346.59,47.81,Pollution,Go Vap,An Thong
9.69,344.23,47.81,Pollution,Go Vap,An Thong
9.69,344.23,47.81,Pollution,Go Vap,An Thong
9.69,341.87,47.81,Pollution,Go Vap,An Thong
9.69,346.59,47.81,Pollution,Go Vap,An Thong
9.69,346.59,47.81,Pollution,Go Vap,An Thong
9.69,346.59,47.81,Pollution,Go Vap,An Thong
9.75,344.23,47.81,Pollution,Go Vap,An Thong
9.75,346.59,47.81,Pollution,Go Vap,An Thong
9.75,348.95,47.75,Pollution,Go Vap,An Thong
9.75,348.95,47.75,Pollution,Go Vap,An Thong
9.75,351.31,47.69,Pollution,Go Vap,An Thong
9.75,351.31,47.75,Pollution,Go Vap,An Thong
9.75,351.31,47.75,Pollution,Go Vap,An Thong
9.75,353.67,47.75,Pollution,Go Vap,An Thong
9.75,353.67,47.75,Pollution,Go Vap,An Thong
9.75,353.67,47.69,Pollution,Go Vap,An Thong
9.75,353.67,47.69,Pollution,Go Vap,An Thong
9.75,356.03,47.63,Pollution,Go Vap,An Thong
9.75,353.67,47.69,Pollution,Go Vap,An Thong
9.75,351.31,47.69,Pollution,Go Vap,An Thong
9.75,351.31,47.63,Pollution,Go Vap,An Thong
9.75,351.31,47.63,Pollution,Go Vap,An Thong
9.75,351.31,47.63,Pollution,Go Vap,An Thong
9.75,348.95,47.63,Pollution,Go Vap,An Thong
9.75,346.59,47.63,Pollution,Go Vap,An Thong
9.75,346.59,47.63,Pollution,Go Vap,An Thong
9.75,348.95,47.63,Pollution,Go Vap,An Thong
9.75,348.95,47.56,Pollution,Go Vap,An Thong
9.75,348.95,47.63,Pollution,Go Vap,An Thong
9.75,346.59,47.63,Pollution,Go Vap,An Thong
9.75,346.59,47.63,Pollution,Go Vap,An Thong
9.75,348.95,47.56,Pollution,Go Vap,An Thong
9.75,351.31,47.56,Pollution,Go Vap,An Thong
9.75,351.31,47.56,Pollution,Go Vap,An Thong
9.75,351.31,47.56,Pollution,Go Vap,An Thong
9.75,351.31,47.5,Pollution,Go Vap,An Thong
9.75,351.31,47.5,Pollution,Go Vap,An Thong
9.75,351.31,47.5,Pollution,Go Vap,An Thong
9.75,351.31,47.5,Pollution,Go Vap,An Thong
9.75,351.31,47.75,Pollution,Go Vap,An Thong
9.75,351.31,49,Pollution,Go Vap,An Thong
9.75,353.67,57.06,Pollution,Go Vap,An Thong
9.75,351.31,63.63,Pollution,Go Vap,An Thong
9.75,351.31,68.25,Pollution,Go Vap,An Thong
9.75,356.03,71.75,Pollution,Go Vap,An Thong
9.75,353.67,74.87,Pollution,Go Vap,An Thong
9.8,356.03,77.37,Pollution,Go Vap,An Thong
9.8,356.03,79.25,Pollution,Go Vap,An Thong
9.8,356.03,80.69,Pollution,Go Vap,An Thong
9.8,356.03,81.94,Pollution,Go Vap,An Thong
9.8,356.03,82.94,Pollution,Go Vap,An Thong
9.8,358.39,83.87,Pollution,Go Vap,An Thong
9.8,356.03,84.69,Pollution,Go Vap,An Thong
9.8,356.03,85.31,Pollution,Go Vap,An Thong
9.8,353.67,85.81,Pollution,Go Vap,An Thong
9.8,351.31,86.25,Pollution,Go Vap,An Thong
9.8,353.67,86.62,Pollution,Go Vap,An Thong
9.8,351.31,86.94,Pollution,Go Vap,An Thong
9.8,353.67,87.19,Pollution,Go Vap,An Thong
9.8,363.1,87.44,Pollution,Go Vap,An Thong
9.8,419.72,87.62,Pollution,Go Vap,An Thong
9.8,422.08,87.75,Pollution,Go Vap,An Thong
9.8,417.36,87.87,Pollution,Go Vap,An Thong
9.8,370.18,87.94,Pollution,Go Vap,An Thong
9.8,440.95,87.94,Pollution,Go Vap,An Thong
9.8,457.46,88,Pollution,Go Vap,An Thong
9.8,464.54,88.06,Pollution,Go Vap,An Thong
9.8,466.89,88.06,Pollution,Go Vap,An Thong
9.8,466.89,88,Pollution,Go Vap,An Thong
9.8,466.89,88.06,Pollution,Go Vap,An Thong
9.8,466.89,88,Pollution,Go Vap,An Thong
9.8,469.25,87.94,Pollution,Go Vap,An Thong
9.8,469.25,87.81,Pollution,Go Vap,An Thong
9.8,471.61,86.37,Pollution,Go Vap,An Thong
9.8,469.25,86.62,Pollution,Go Vap,An Thong
9.8,469.25,87,Pollution,Go Vap,An Thong
9.8,469.25,87.25,Pollution,Go Vap,An Thong
9.8,469.25,87.44,Pollution,Go Vap,An Thong
9.8,471.61,87.56,Pollution,Go Vap,An Thong
9.8,469.25,87.56,Pollution,Go Vap,An Thong
9.8,469.25,87.56,Pollution,Go Vap,An Thong
9.8,469.25,87.5,Pollution,Go Vap,An Thong
9.8,469.25,87.5,Pollution,Go Vap,An Thong
9.8,466.89,87.44,Pollution,Go Vap,An Thong
9.8,466.89,87.37,Pollution,Go Vap,An Thong
9.8,469.25,87.31,Pollution,Go Vap,An Thong
9.83,464.54,87.19,Pollution,Go Vap,An Thong
9.83,466.89,87.06,Pollution,Go Vap,An Thong
9.83,481.05,87,Pollution,Go Vap,An Thong
9.83,483.41,86.94,Pollution,Go Vap,An Thong
9.83,490.48,86.87,Pollution,Go Vap,An Thong
9.83,488.12,86.81,Pollution,Go Vap,An Thong
9.83,488.12,86.75,Pollution,Go Vap,An Thong
9.83,488.12,86.69,Pollution,Go Vap,An Thong
9.83,488.12,86.56,Pollution,Go Vap,An Thong
9.83,485.77,86.44,Pollution,Go Vap,An Thong
9.83,488.12,86.37,Pollution,Go Vap,An Thong
9.83,485.77,86.31,Pollution,Go Vap,An Thong
9.83,485.77,86.19,Pollution,Go Vap,An Thong
9.83,485.77,86.06,Pollution,Go Vap,An Thong
9.83,483.41,85.94,Pollution,Go Vap,An Thong
9.83,483.41,85.87,Pollution,Go Vap,An Thong
9.83,483.41,85.75,Pollution,Go Vap,An Thong
9.83,481.05,85.69,Pollution,Go Vap,An Thong
9.83,481.05,85.56,Pollution,Go Vap,An Thong
9.83,481.05,85.5,Pollution,Go Vap,An Thong
9.83,481.05,85.37,Pollution,Go Vap,An Thong
9.83,481.05,85.31,Pollution,Go Vap,An Thong
9.83,481.05,85.19,Pollution,Go Vap,An Thong
9.83,481.05,85.06,Pollution,Go Vap,An Thong
9.83,481.05,85,Pollution,Go Vap,An Thong
9.83,481.05,84.87,Pollution,Go Vap,An Thong
9.83,478.69,84.75,Pollution,Go Vap,An Thong
9.83,478.69,84.69,Pollution,Go Vap,An Thong
9.83,481.05,84.56,Pollution,Go Vap,An Thong
9.83,488.12,84.5,Pollution,Go Vap,An Thong
9.83,469.25,84.37,Pollution,Go Vap,An Thong
9.83,473.97,84.25,Pollution,Go Vap,An Thong
9.83,471.61,84.25,Pollution,Go Vap,An Thong
9.83,471.61,84.19,Pollution,Go Vap,An Thong
9.83,469.25,84.19,Pollution,Go Vap,An Thong
9.83,466.89,84.12,Pollution,Go Vap,An Thong
9.83,466.89,83.87,Pollution,Go Vap,An Thong
9.83,469.25,83.69,Pollution,Go Vap,An Thong
9.83,471.61,83.44,Pollution,Go Vap,An Thong
9.83,443.31,83.31,Pollution,Go Vap,An Thong
9.86,445.66,83.19,Pollution,Go Vap,An Thong
9.86,455.1,83.19,Pollution,Go Vap,An Thong
9.86,455.1,83.12,Pollution,Go Vap,An Thong
9.86,471.61,83.06,Pollution,Go Vap,An Thong
9.86,471.61,83,Pollution,Go Vap,An Thong
9.86,473.97,82.94,Pollution,Go Vap,An Thong
9.86,471.61,82.87,Pollution,Go Vap,An Thong
9.86,473.97,82.81,Pollution,Go Vap,An Thong
9.86,476.33,82.75,Pollution,Go Vap,An Thong
9.86,478.69,82.69,Pollution,Go Vap,An Thong
9.86,478.69,82.56,Pollution,Go Vap,An Thong
9.86,478.69,82.5,Pollution,Go Vap,An Thong
9.86,481.05,82.44,Pollution,Go Vap,An Thong
9.86,478.69,82.31,Pollution,Go Vap,An Thong
9.86,481.05,82.25,Pollution,Go Vap,An Thong
9.86,481.05,82.19,Pollution,Go Vap,An Thong
9.86,481.05,82.12,Pollution,Go Vap,An Thong
9.86,485.77,82.06,Pollution,Go Vap,An Thong
9.86,483.41,81.94,Pollution,Go Vap,An Thong
9.86,481.05,81.87,Pollution,Go Vap,An Thong
9.86,476.33,81.81,Pollution,Go Vap,An Thong
9.86,492.84,81.75,Pollution,Go Vap,An Thong
9.86,490.48,81.62,Pollution,Go Vap,An Thong
9.86,403.21,81.56,Pollution,Go Vap,An Thong
9.86,299.41,81.44,Pollution,Go Vap,An Thong
9.86,297.06,81.37,Pollution,Go Vap,An Thong
9.86,294.7,81.31,Pollution,Go Vap,An Thong
9.86,292.34,81.25,Pollution,Go Vap,An Thong
9.86,292.34,81.12,Pollution,Go Vap,An Thong
9.86,289.98,81.06,Pollution,Go Vap,An Thong
9.86,959.9,80.94,Pollution,Go Vap,An Thong
9.86,959.9,80.87,Pollution,Go Vap,An Thong
9.86,957.54,80.81,Pollution,Go Vap,An Thong
